timestamp,Season,Repetition,Cultivar,PH,IFP,NLP,NGL,NS,MHG,GY
2022-12-01,1,1,GNS7700 IPRO,66.2,15.6,46.0,2.11,3.8,138.18,2850.0
2022-12-01,1,1,ELISA IPRO,71.4,19.4,46.8,2.1,3.8,162.09,3084.98
2022-12-01,1,1,79I81RSF IPRO,70.0,17.8,64.0,2.26,5.0,180.08,2940.87
2022-12-01,1,1,NEO 790 IPRO,53.0,17.4,33.0,2.61,5.6,135.76,2913.34
2022-12-01,1,1,PAULA IPRO,65.6,15.8,48.8,1.93,4.8,156.96,3562.76
2022-12-01,1,1,FTR 3179 IPRO,61.0,13.4,75.6,2.26,5.0,131.79,2401.39
2022-12-01,1,1,LAT 1330BT,55.2,14.8,46.0,2.31,4.4,207.43,3038.24
2022-12-01,1,1,FTR 4280 IPRO,70.0,17.6,50.6,1.93,4.0,160.84,3365.4
2022-12-01,1,1,ATAQUE I2X,71.2,16.4,42.2,1.45,3.6,130.45,2898.66
2022-12-01,1,1,SYN2282IPRO,56.2,13.2,43.6,2.25,2.8,183.46,2888.05
2022-12-01,1,1,82I78RSF IPRO,58.4,15.4,28.8,2.43,2.6,150.08,2331.93
2022-12-01,1,1,M 8644 IPRO,66.8,20.4,33.0,2.37,4.0,157.85,3308.55
2022-12-01,1,1,MONSOY M8606I2X,63.4,14.4,63.6,2.37,2.2,162.9,3275.76
2022-12-01,1,1,NK 8770 IPRO,65.0,15.2,53.6,2.67,3.4,174.69,3777.55
2022-12-01,1,1,FTR 4288 IPRO,63.6,14.8,52.2,2.26,4.2,151.9,3625.01
2022-12-01,1,1,FTR 3190 IPRO,64.6,13.4,33.4,2.11,2.8,157.09,3544.51
2023-01-01,1,2,NEO 760 CE,58.6,13.4,102.0,1.85,7.2,141.69,3517.36
2023-01-01,1,2,MANU IPRO,75.8,20.8,69.2,1.85,7.2,154.87,3374.8
2023-01-01,1,2,77HO111I2X - GUAPORÉ,55.8,15.8,72.0,2.62,6.2,176.75,3602.34
2023-01-01,1,2,NK 7777 IPRO,59.2,17.0,63.2,2.78,9.0,184.01,3956.41
2023-01-01,1,2,GNS7900 IPRO - AMPLA,64.2,18.8,54.4,2.27,4.0,162.93,3398.45
2023-01-01,1,2,LTT 7901 IPRO,66.4,18.2,89.0,2.15,7.4,163.56,3510.76
2023-01-01,1,2,BRASMAX BÔNUS IPRO,64.0,17.0,58.4,2.42,6.6,178.3,3508.55
2023-01-01,1,2,97Y97 IPRO,51.0,19.2,64.6,2.66,5.4,168.24,3142.6
2023-01-01,1,2,BRASMAX OLIMPO IPRO,91.0,24.0,71.8,1.93,5.6,187.38,4425.03
2023-01-01,1,2,LYNDA IPRO,60.6,15.2,59.0,2.15,3.0,180.87,3899.38
2023-01-01,1,2,NK 8100 IPRO,83.6,17.4,56.4,2.17,5.4,196.67,3134.95
2023-01-01,1,2,82HO111 IPRO - HO COXIM IPRO,63.2,14.2,67.2,2.63,6.0,185.96,3369.89
2023-01-01,1,2,83IX84RSF I2X,79.0,18.2,87.2,2.39,6.6,148.48,4098.49
2023-01-01,1,2,ADAPTA LTT 8402 IPRO,58.6,16.4,54.8,2.42,5.0,149.77,4598.94
2023-01-01,1,2,98R30 CE,73.4,17.0,74.8,2.45,6.6,160.08,4930.0
2023-01-01,1,2,FORTALEZA IPRO,74.8,18.4,44.0,2.63,5.2,131.94,4488.97
2023-01-01,1,2,MONSOY 8330I2X,73.6,19.4,30.0,4.75,5.0,147.81,4510.86
2023-01-01,1,2,SUZY IPRO,70.4,12.6,73.0,2.41,5.6,149.02,3896.69
2023-01-01,1,2,TMG 22X83I2X,77.8,16.0,39.4,2.35,3.8,178.33,3882.27
2023-01-01,1,2,EXPANDE LTT 8301 IPRO,65.8,16.0,33.4,2.54,4.4,166.83,3281.84
2023-01-01,1,2,FORTALECE L090183 RR,68.8,18.6,41.6,2.42,3.0,155.29,4168.57
2023-01-01,1,2,96R29 IPRO,74.6,16.6,40.8,2.46,3.8,155.66,1851.95
2023-01-01,1,2,74K75RSF CE,65.8,13.8,73.6,2.45,5.0,158.3,2939.59
2023-01-01,1,2,FTR 3868 IPRO,71.8,16.2,44.2,2.52,4.6,157.7,3237.52
2023-01-01,1,2,GNS7700 IPRO,69.6,12.6,38.4,2.55,4.0,135.7,2804.11
2023-01-01,1,2,ELISA IPRO,78.0,16.6,42.8,1.94,4.0,157.75,3112.47
2023-01-01,1,2,79I81RSF IPRO,68.6,15.2,77.6,2.31,5.0,175.76,2925.98
2023-01-01,1,2,NEO 790 IPRO,55.2,18.0,34.8,2.26,5.0,147.81,2712.41
2023-01-01,1,2,PAULA IPRO,72.2,17.2,48.4,1.87,3.6,158.45,3796.86
2023-01-01,1,2,FTR 3179 IPRO,66.6,15.0,60.0,2.18,4.8,135.47,2493.07
2023-01-01,1,2,LAT 1330BT,55.0,10.8,51.2,2.32,3.4,202.79,3237.52
2023-01-01,1,2,FTR 4280 IPRO,65.2,16.8,61.4,1.83,5.2,155.94,2859.83
2023-01-01,1,2,ATAQUE I2X,69.2,17.0,54.4,2.4,3.8,141.36,2773.18
2023-01-01,1,2,SYN2282IPRO,59.6,15.4,51.6,2.38,3.6,171.56,2958.83
2023-01-01,1,2,82I78RSF IPRO,61.4,15.2,48.8,2.54,4.2,148.17,2422.78
2023-01-01,1,2,M 8644 IPRO,70.4,16.8,41.0,1.98,2.8,151.24,3128.62
2023-01-01,1,2,MONSOY M8606I2X,66.4,14.6,56.6,2.29,2.6,161.98,3505.66
2023-01-01,1,2,NK 8770 IPRO,58.4,14.6,32.0,2.74,3.2,174.37,3726.67
2023-01-01,1,2,FTR 4288 IPRO,63.4,16.4,35.0,2.27,3.8,152.01,3814.83
2023-01-01,1,2,FTR 3190 IPRO,67.2,13.4,39.0,1.52,2.8,157.14,3623.26
2023-01-01,2,1,NEO 760 CE,76.4,16.0,39.4,2.52,1.8,162.46,3087.155172
2023-01-01,2,1,MANU IPRO,76.4,16.0,39.4,2.52,1.8,165.59,3248.729885
2023-01-01,2,1,77HO111I2X - GUAPORÉ,48.0,10.2,24.8,1.94,1.4,186.65,3651.712644
2023-01-01,2,1,NK 7777 IPRO,64.4,10.6,46.0,2.21,2.6,187.98,3655.793103
2023-01-01,2,1,GNS7900 IPRO - AMPLA,76.4,15.8,50.2,1.98,3.0,174.0,3783.678161
2023-01-01,2,1,LTT 7901 IPRO,77.0,18.2,56.6,3.0,4.4,179.43,3675.172414
2023-01-01,2,1,BRASMAX BÔNUS IPRO,74.2,17.2,42.8,2.5,1.8,213.24,2673.068966
2023-01-01,2,1,97Y97 IPRO,77.8,17.0,49.8,1.74,4.0,172.2,2951.603448
2023-01-01,2,1,BRASMAX OLIMPO IPRO,66.6,13.2,38.0,2.22,3.6,200.86,3523.08046
2023-01-01,2,1,LYNDA IPRO,68.0,17.4,48.6,2.38,4.0,198.28,3120.586207
2023-01-01,2,1,NK 8100 IPRO,74.8,21.2,84.2,1.98,5.4,199.54,3252.505747
2023-01-01,2,1,82HO111 IPRO - HO COXIM IPRO,69.8,13.0,123.0,2.29,3.8,189.92,3815.454023
2023-01-01,2,1,83IX84RSF I2X,80.0,18.6,49.8,1.5,3.4,162.9,3636.982759
2023-01-01,2,1,ADAPTA LTT 8402 IPRO,58.6,9.8,55.6,2.12,3.2,180.93,2878.448276
2023-01-01,2,1,98R30 CE,69.8,12.4,103.2,2.56,4.0,182.0,3132.597701
2023-01-01,2,1,FORTALEZA IPRO,62.8,13.2,42.0,2.1,3.6,137.6,3519.08046
2023-01-01,2,1,MONSOY 8330I2X,59.4,12.2,56.8,2.44,3.6,148.42,3279.563218
2023-01-01,2,1,SUZY IPRO,63.8,11.6,58.0,1.8,2.6,154.26,3783.810345
2023-01-01,2,1,TMG 22X83I2X,65.2,12.8,75.2,2.48,4.0,184.11,3300.275862
2023-01-01,2,1,EXPANDE LTT 8301 IPRO,62.0,10.2,58.0,2.28,3.4,186.24,3677.885057
2023-01-01,2,1,FORTALECE L090183 RR,61.8,12.2,37.6,1.85,0.4,165.68,3323.517241
2023-01-01,2,1,96R29 IPRO,66.2,16.0,46.6,2.16,2.4,152.78,2733.137931
2023-01-01,2,1,74K75RSF CE,70.4,14.0,50.4,2.35,4.4,162.2,3895.0
2023-01-01,2,1,FTR 3868 IPRO,82.0,18.2,36.6,2.54,2.4,163.69,3723.931034
2023-01-01,2,1,GNS7700 IPRO,79.8,13.6,61.8,2.69,2.8,162.02,3048.057471
2023-01-01,2,1,ELISA IPRO,67.0,13.6,53.2,3.1,3.8,178.0,3740.0
2023-01-01,2,1,79I81RSF IPRO,69.0,9.6,62.8,2.23,3.0,201.3,3976.241379
2023-01-01,2,1,NEO 790 IPRO,64.0,11.4,75.6,3.19,4.6,189.85,3386.637931
2023-01-01,2,1,PAULA IPRO,73.0,10.4,87.6,2.08,4.0,184.2,3390.0
2023-01-01,2,1,FTR 3179 IPRO,75.4,13.6,53.2,1.89,1.8,156.6,2950.0
2023-01-01,2,1,LAT 1330BT,76.4,12.2,37.6,2.44,2.0,190.98,3246.264368
2023-01-01,2,1,FTR 4280 IPRO,67.0,12.2,55.2,1.62,5.4,179.42,3053.977011
2023-01-01,2,1,ATAQUE I2X,80.8,21.0,81.4,2.14,5.6,152.05,3539.672414
2023-01-01,2,1,SYN2282IPRO,63.0,16.2,79.4,2.3,4.0,205.57,3484.913793
2023-01-01,2,1,82I78RSF IPRO,86.8,19.0,106.4,1.8,3.6,171.6,3308.798851
2023-01-01,2,1,M 8644 IPRO,63.6,12.2,32.0,2.53,3.2,159.15,3094.022989
2023-01-01,2,1,MONSOY M8606I2X,78.2,8.0,81.4,3.07,4.8,150.53,3748.655172
2023-01-01,2,1,NK 8770 IPRO,89.8,15.6,97.6,2.13,3.2,173.64,3221.810345
2023-01-01,2,1,FTR 4288 IPRO,82.6,16.0,84.0,1.75,3.6,146.98,3475.448276
2023-01-01,2,1,FTR 3190 IPRO,64.4,16.6,76.0,2.21,3.6,145.69,3418.850575
2023-02-01,1,3,NEO 760 CE,63.4,17.2,100.4,2.02,6.8,148.81,3391.46
2023-02-01,1,3,MANU IPRO,84.4,15.8,95.4,1.7,6.8,150.23,3182.76
2023-02-01,1,3,77HO111I2X - GUAPORÉ,54.0,19.4,78.2,2.33,7.8,173.16,3488.79
2023-02-01,1,3,NK 7777 IPRO,68.4,17.8,80.0,2.24,7.0,181.78,3843.4
2023-02-01,1,3,GNS7900 IPRO - AMPLA,57.2,18.2,50.2,1.64,4.4,161.34,3599.66
2023-02-01,1,3,LTT 7901 IPRO,66.6,17.6,72.4,2.14,5.6,165.88,3221.51
2023-02-01,1,3,BRASMAX BÔNUS IPRO,68.4,13.4,62.0,2.21,5.0,183.42,3810.94
2023-02-01,1,3,97Y97 IPRO,55.2,18.4,63.8,2.73,5.0,166.08,2801.83
2023-02-01,1,3,BRASMAX OLIMPO IPRO,84.6,26.4,87.6,2.58,6.2,177.1,4270.16
2023-02-01,1,3,LYNDA IPRO,64.4,25.4,55.4,2.48,3.0,200.67,3993.56
2023-02-01,1,3,NK 8100 IPRO,74.0,19.0,73.4,2.54,5.8,194.11,3075.11
2023-02-01,1,3,82HO111 IPRO - HO COXIM IPRO,55.4,14.0,81.8,2.42,6.2,186.6,3391.46
2023-02-01,1,3,83IX84RSF I2X,67.2,14.6,102.4,1.98,5.6,151.95,4122.76
2023-02-01,1,3,ADAPTA LTT 8402 IPRO,60.0,21.2,60.6,1.75,5.4,161.6,4499.14
2023-02-01,1,3,98R30 CE,71.0,18.0,58.6,2.45,6.6,176.58,4700.92
2023-02-01,1,3,FORTALEZA IPRO,73.6,16.6,91.2,2.6,6.6,130.64,4201.24
2023-02-01,1,3,MONSOY 8330I2X,70.8,18.0,64.8,2.46,4.2,151.42,4453.45
2023-02-01,1,3,SUZY IPRO,71.6,16.6,93.4,2.48,5.8,142.17,3764.97
2023-02-01,1,3,TMG 22X83I2X,63.8,16.0,33.2,2.39,3.4,180.34,3672.64
2023-02-01,1,3,EXPANDE LTT 8301 IPRO,66.8,18.2,37.0,2.31,3.6,172.32,3241.97
2023-02-01,1,3,FORTALECE L090183 RR,71.0,16.4,67.8,2.45,3.8,152.79,4003.94
2023-02-01,1,3,96R29 IPRO,53.2,14.8,20.2,2.74,4.6,155.29,1796.34
2023-02-01,1,3,74K75RSF CE,77.2,17.2,56.6,2.63,4.4,159.49,2860.14
2023-02-01,1,3,FTR 3868 IPRO,67.0,15.8,61.6,2.47,5.8,138.32,2754.44
2023-02-01,1,3,GNS7700 IPRO,65.8,14.0,47.2,2.53,4.0,134.36,2792.99
2023-02-01,1,3,ELISA IPRO,78.8,17.6,48.2,2.0,4.8,165.4,2890.0
2023-02-01,1,3,79I81RSF IPRO,55.6,13.6,51.6,2.52,4.8,179.29,2874.79
2023-02-01,1,3,NEO 790 IPRO,52.2,15.6,32.4,1.48,5.2,141.88,3000.92
2023-02-01,1,3,PAULA IPRO,68.6,16.2,39.4,2.34,3.8,149.2,3347.29
2023-02-01,1,3,FTR 3179 IPRO,63.8,14.4,81.6,2.16,5.0,131.97,2328.59
2023-02-01,1,3,LAT 1330BT,51.0,15.8,32.6,2.03,2.8,216.0,3204.73
2023-02-01,1,3,FTR 4280 IPRO,63.0,17.0,48.2,1.81,4.4,159.9,3277.45
2023-02-01,1,3,ATAQUE I2X,67.4,16.8,36.8,2.49,2.8,142.13,2796.41
2023-02-01,1,3,SYN2282IPRO,59.4,14.6,35.2,2.2,3.8,172.79,2856.2
2023-02-01,1,3,82I78RSF IPRO,57.0,13.2,49.2,2.46,4.4,145.99,2461.66
2023-02-01,1,3,M 8644 IPRO,68.6,14.8,65.4,0.94,3.4,146.44,3318.97
2023-02-01,1,3,MONSOY M8606I2X,67.8,13.4,48.4,2.41,2.6,147.2,3242.17
2023-02-01,1,3,NK 8770 IPRO,61.8,14.8,48.0,2.56,3.2,169.03,3755.74
2023-02-01,1,3,FTR 4288 IPRO,60.4,15.4,44.6,2.94,3.6,150.72,3529.86
2023-02-01,1,3,FTR 3190 IPRO,70.2,12.8,35.6,2.28,2.8,159.08,3857.7
2023-02-01,2,2,NEO 760 CE,80.6,14.6,70.0,2.49,3.0,169.6,3236.275862
2023-02-01,2,2,MANU IPRO,80.6,14.6,70.0,2.49,3.0,169.38,3371.586207
2023-02-01,2,2,77HO111I2X - GUAPORÉ,47.6,8.2,32.6,2.15,1.6,186.05,3435.724138
2023-02-01,2,2,NK 7777 IPRO,73.0,10.8,44.0,2.18,2.2,196.12,3532.775862
2023-02-01,2,2,GNS7900 IPRO - AMPLA,81.6,20.2,49.4,2.07,1.6,185.41,3979.568966
2023-02-01,2,2,LTT 7901 IPRO,73.4,15.8,58.8,2.38,3.0,174.39,3495.793103
2023-02-01,2,2,BRASMAX BÔNUS IPRO,78.2,9.8,43.2,1.56,2.4,206.95,2662.183908
2023-02-01,2,2,97Y97 IPRO,77.2,17.4,42.2,2.25,2.8,173.8,3069.548276
2023-02-01,2,2,BRASMAX OLIMPO IPRO,75.4,15.0,45.0,2.52,3.0,194.93,3622.465517
2023-02-01,2,2,LYNDA IPRO,62.6,13.2,43.2,1.79,3.6,204.0,3106.275862
2023-02-01,2,2,NK 8100 IPRO,71.6,14.4,110.0,2.35,9.0,196.21,3303.206897
2023-02-01,2,2,82HO111 IPRO - HO COXIM IPRO,66.8,15.4,100.0,1.55,5.0,197.06,3758.275862
2023-02-01,2,2,83IX84RSF I2X,83.6,17.8,45.0,1.42,3.6,170.42,3454.827586
2023-02-01,2,2,ADAPTA LTT 8402 IPRO,58.2,9.8,55.4,2.33,2.4,179.21,2765.517241
2023-02-01,2,2,98R30 CE,75.8,14.4,85.2,2.52,3.4,184.42,3175.586207
2023-02-01,2,2,FORTALEZA IPRO,70.0,12.6,58.0,2.38,4.2,127.76,3396.103448
2023-02-01,2,2,MONSOY 8330I2X,61.4,11.6,56.2,2.06,4.2,158.09,3479.885057
2023-02-01,2,2,SUZY IPRO,74.2,16.8,57.4,1.74,4.0,149.29,3575.862069
2023-02-01,2,2,TMG 22X83I2X,66.2,11.2,53.0,1.62,3.2,184.17,3336.465517
2023-02-01,2,2,EXPANDE LTT 8301 IPRO,68.4,14.4,67.2,2.25,3.4,182.05,3599.655172
2023-02-01,2,2,FORTALECE L090183 RR,63.0,16.8,45.8,2.45,2.0,157.15,3248.87931
2023-02-01,2,2,96R29 IPRO,59.2,16.0,34.4,2.56,3.0,164.61,2726.862069
2023-02-01,2,2,74K75RSF CE,82.2,14.4,44.0,2.21,2.8,168.01,3945.45977
2023-02-01,2,2,FTR 3868 IPRO,77.4,15.8,36.0,2.4,1.8,164.92,4001.942529
2023-02-01,2,2,GNS7700 IPRO,70.6,21.8,43.6,2.82,2.0,162.85,3236.781609
2023-02-01,2,2,ELISA IPRO,70.6,19.4,42.6,2.32,3.4,175.4,3660.787356
2023-02-01,2,2,79I81RSF IPRO,64.4,8.4,61.8,2.57,2.2,196.72,4135.689655
2023-02-01,2,2,NEO 790 IPRO,64.0,15.4,50.4,2.4,4.0,192.48,3249.873563
2023-02-01,2,2,PAULA IPRO,78.2,11.6,76.0,1.39,4.0,185.66,3459.770115
2023-02-01,2,2,FTR 3179 IPRO,74.2,11.4,53.0,1.77,2.0,143.24,3091.442529
2023-02-01,2,2,LAT 1330BT,63.6,19.8,63.0,2.21,2.4,200.04,3295.948276
2023-02-01,2,2,FTR 4280 IPRO,67.4,13.8,70.0,2.29,3.8,180.25,3223.0
2023-02-01,2,2,ATAQUE I2X,63.4,21.2,51.6,2.0,3.6,155.08,3618.287356
2023-02-01,2,2,SYN2282IPRO,66.6,18.6,60.0,2.02,3.8,194.94,3720.482759
2023-02-01,2,2,82I78RSF IPRO,87.2,19.4,92.8,2.17,5.0,172.59,3274.988506
2023-02-01,2,2,M 8644 IPRO,60.8,11.0,43.2,2.41,3.0,164.86,3177.931034
2023-02-01,2,2,MONSOY M8606I2X,63.0,7.2,109.4,4.02,4.4,150.82,3859.655172
2023-02-01,2,2,NK 8770 IPRO,87.6,15.0,55.0,1.89,2.2,175.92,3246.896552
2023-02-01,2,2,FTR 4288 IPRO,87.6,15.8,79.2,1.92,3.8,139.22,3409.103448
2023-02-01,2,2,FTR 3190 IPRO,64.6,17.6,116.8,2.32,3.8,147.24,3651.586207
2023-03-01,1,4,NEO 760 CE,60.27,15.27,100.2,1.89,6.4,148.5,3312.58
2023-03-01,1,4,MANU IPRO,80.47,18.2,87.8,1.77,7.13,149.9,3165.72
2023-03-01,1,4,77HO111I2X - GUAPORÉ,54.0,16.53,71.67,2.42,7.07,176.73,3698.28
2023-03-01,1,4,NK 7777 IPRO,60.53,16.73,75.13,2.56,8.07,184.69,3953.31
2023-03-01,1,4,GNS7900 IPRO - AMPLA,58.87,18.93,51.2,1.85,4.0,163.11,3357.01
2023-03-01,1,4,LTT 7901 IPRO,64.53,17.2,74.27,2.17,6.33,165.68,3343.24
2023-03-01,1,4,BRASMAX BÔNUS IPRO,67.87,16.6,64.47,2.23,6.0,183.52,3584.39
2023-03-01,1,4,97Y97 IPRO,53.33,17.2,59.13,2.68,5.2,172.62,2661.66
2023-03-01,1,4,BRASMAX OLIMPO IPRO,87.4,24.47,67.8,2.17,5.53,180.0,4299.17
2023-03-01,1,4,LYNDA IPRO,60.27,18.07,52.93,2.2,2.93,201.77,4035.31
2023-03-01,1,4,NK 8100 IPRO,80.6,17.73,70.13,2.4,6.0,193.43,3149.25
2023-03-01,1,4,82HO111 IPRO - HO COXIM IPRO,56.33,15.07,75.93,2.48,6.27,193.8,3393.51
2023-03-01,1,4,83IX84RSF I2X,71.87,16.0,97.8,2.16,5.93,145.72,4186.55
2023-03-01,1,4,ADAPTA LTT 8402 IPRO,57.67,17.8,56.8,2.17,5.4,172.2,4737.33
2023-03-01,1,4,98R30 CE,74.33,17.53,64.0,2.42,6.6,173.59,4600.03
2023-03-01,1,4,FORTALEZA IPRO,75.6,17.07,75.0,2.7,6.27,134.95,4211.03
2023-03-01,1,4,MONSOY 8330I2X,69.27,17.33,49.8,3.25,4.47,153.51,4373.28
2023-03-01,1,4,SUZY IPRO,68.07,14.87,94.27,2.36,5.67,141.64,3853.95
2023-03-01,1,4,TMG 22X83I2X,69.13,16.2,37.47,2.33,3.73,177.98,3857.9
2023-03-01,1,4,EXPANDE LTT 8301 IPRO,66.4,17.8,34.27,2.43,4.2,178.41,3433.15
2023-03-01,1,4,FORTALECE L090183 RR,71.67,17.67,46.87,2.47,3.33,149.71,4147.17
2023-03-01,1,4,96R29 IPRO,66.2,16.27,38.67,2.54,4.4,159.66,1538.23
2023-03-01,1,4,74K75RSF CE,68.93,15.6,62.33,2.51,4.93,158.3,2854.18
2023-03-01,1,4,FTR 3868 IPRO,69.33,16.4,51.13,2.52,5.07,138.68,2648.52
2023-03-01,1,4,GNS7700 IPRO,67.2,14.07,43.87,2.39,3.93,139.74,2870.0
2023-03-01,1,4,ELISA IPRO,76.07,17.87,45.93,2.01,4.2,173.0,2980.0
2023-03-01,1,4,79I81RSF IPRO,64.73,15.53,64.4,2.36,4.93,184.67,3078.82
2023-03-01,1,4,NEO 790 IPRO,53.47,17.0,33.4,2.12,5.27,152.68,2866.52
2023-03-01,1,4,PAULA IPRO,68.8,16.4,45.53,2.04,4.07,148.87,3469.66
2023-03-01,1,4,FTR 3179 IPRO,63.8,14.27,72.4,2.2,4.93,129.05,2389.67
2023-03-01,1,4,LAT 1330BT,53.73,13.8,43.27,2.22,3.53,195.2,3085.32
2023-03-01,1,4,FTR 4280 IPRO,66.07,17.13,53.4,1.86,4.53,157.55,2934.84
2023-03-01,1,4,ATAQUE I2X,69.27,16.73,44.47,2.11,3.4,140.28,2808.53
2023-03-01,1,4,SYN2282IPRO,58.4,14.4,43.47,2.28,3.4,181.22,2916.69
2023-03-01,1,4,82I78RSF IPRO,58.93,14.6,42.27,2.48,3.73,145.5,2268.8
2023-03-01,1,4,M 8644 IPRO,68.6,17.33,46.47,1.76,3.4,148.86,3182.67
2023-03-01,1,4,MONSOY M8606I2X,65.87,14.13,56.2,2.36,2.47,155.75,3596.62
2023-03-01,1,4,NK 8770 IPRO,61.73,14.87,44.53,2.65,3.27,179.82,3893.38
2023-03-01,1,4,FTR 4288 IPRO,62.47,15.53,43.93,2.49,3.87,153.59,3818.16
2023-03-01,1,4,FTR 3190 IPRO,67.33,13.2,36.0,1.97,2.8,155.24,3771.31
2023-03-01,2,3,NEO 760 CE,65.2,13.2,50.0,2.53,4.0,150.7,3329.62069
2023-03-01,2,3,MANU IPRO,65.2,13.2,50.0,2.53,4.0,165.17,3216.051724
2023-03-01,2,3,77HO111I2X - GUAPORÉ,48.4,10.8,26.0,1.98,1.6,183.34,3579.310345
2023-03-01,2,3,NK 7777 IPRO,64.2,9.0,46.0,14.86,0.8,192.58,3695.747126
2023-03-01,2,3,GNS7900 IPRO - AMPLA,80.2,19.2,60.0,1.15,4.6,185.39,3785.643678
2023-03-01,2,3,LTT 7901 IPRO,83.8,15.4,44.0,3.05,2.6,169.32,3444.137931
2023-03-01,2,3,BRASMAX BÔNUS IPRO,82.2,13.4,42.6,2.14,1.6,200.92,2737.528736
2023-03-01,2,3,97Y97 IPRO,79.2,17.6,43.4,1.82,4.2,193.33,3159.068966
2023-03-01,2,3,BRASMAX OLIMPO IPRO,83.8,14.4,38.0,2.3,2.2,191.06,3632.482759
2023-03-01,2,3,LYNDA IPRO,60.4,13.4,47.0,1.71,3.8,193.68,3281.034483
2023-03-01,2,3,NK 8100 IPRO,77.2,18.6,100.4,1.61,5.8,203.73,3432.091954
2023-03-01,2,3,82HO111 IPRO - HO COXIM IPRO,69.4,13.4,114.0,2.33,5.0,202.59,3610.689655
2023-03-01,2,3,83IX84RSF I2X,81.8,16.0,42.0,1.26,3.4,161.74,3530.62069
2023-03-01,2,3,ADAPTA LTT 8402 IPRO,61.6,11.8,48.0,2.58,3.2,181.4,2903.752874
2023-03-01,2,3,98R30 CE,72.6,16.2,80.0,2.09,2.8,183.11,3071.425287
2023-03-01,2,3,FORTALEZA IPRO,65.4,12.2,57.4,1.89,5.6,130.46,3388.0
2023-03-01,2,3,MONSOY 8330I2X,61.4,10.8,72.0,2.21,3.8,158.53,3517.356322
2023-03-01,2,3,SUZY IPRO,73.6,15.2,50.6,1.72,2.4,154.03,3766.764368
2023-03-01,2,3,TMG 22X83I2X,55.4,9.0,82.0,1.4,3.2,182.95,3348.270115
2023-03-01,2,3,EXPANDE LTT 8301 IPRO,67.0,17.4,58.0,2.17,3.4,180.33,3596.62069
2023-03-01,2,3,FORTALECE L090183 RR,61.6,16.8,50.0,1.2,2.2,162.17,3288.988506
2023-03-01,2,3,96R29 IPRO,65.0,12.8,57.4,2.4,3.2,167.22,2625.913793
2023-03-01,2,3,74K75RSF CE,74.0,15.4,66.4,1.67,4.0,174.2,3772.574713
2023-03-01,2,3,FTR 3868 IPRO,72.4,15.2,43.2,2.07,3.0,163.33,3439.655172
2023-03-01,2,3,GNS7700 IPRO,75.0,15.0,47.0,2.09,2.2,168.54,3229.425287
2023-03-01,2,3,ELISA IPRO,74.8,14.0,36.0,2.31,3.0,173.6,3568.183908
